atc1,atc1_label,atc2,atc2_label,atc3,atc3_label,atc4,atc4_label,atc5,atc5_label,boites,rem,bse
C,SYSTEME CARDIO-VASCULAIRE,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,C09D,ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION,C09DA,ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES,C09DA04,IRBESARTAN ET DIURETIQUES,232821.0,1256777.64,1402085.01
C,SYSTEME CARDIO-VASCULAIRE,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,C09D,ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION,C09DA,ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES,C09DA06,CANDESARTAN ET DIURETIQUES,68929.0,399864.81,461261.35
C,SYSTEME CARDIO-VASCULAIRE,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,C09D,ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION,C09DA,ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES,C09DA07,TELMISARTAN ET DIURETIQUES,33582.0,190672.59,217388.04
C,SYSTEME CARDIO-VASCULAIRE,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,C09D,ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION,C09DB,ANTAGONISTES DE LANGIOTENSINE II ET INHIBITEURS CALCIQUES,9999999,Non restitué,5910.0,53974.7,66644.79
C,SYSTEME CARDIO-VASCULAIRE,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,C09D,ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION,C09DB,ANTAGONISTES DE LANGIOTENSINE II ET INHIBITEURS CALCIQUES,C09DB01,VALSARTAN ET AMLODIPINE,131584.0,1221324.22,1372932.89
C,SYSTEME CARDIO-VASCULAIRE,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,C09D,ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION,C09DB,ANTAGONISTES DE LANGIOTENSINE II ET INHIBITEURS CALCIQUES,C09DB04,TELMISARTAN ET AMLODIPINE,32705.0,280554.07,316420.65
C,SYSTEME CARDIO-VASCULAIRE,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,C09D,ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION,C09DB,ANTAGONISTES DE LANGIOTENSINE II ET INHIBITEURS CALCIQUES,C09DB05,IRBESARTAN + AMLODIPINE,18482.0,165384.61,193405.32
C,SYSTEME CARDIO-VASCULAIRE,C09,MEDICAMENTS AGISSANT SUR LE SYSTEME RENINE-ANGIOTENSINE,C09D,ANTAGONISTES DE L'ANGIOTENSINE II EN ASSOCIATION,C09DX,"ANTAGONISTES DE L ANGIOTENSINE II, AUTRES ASSOCIATIONS",C09DX04,VALSARTAN + SACUBITRIL,424043.0,336869.35,321395.2
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,9999,Non restitué,99999,Non restitué,9999999,Non restitué,2861.0,71127.35,79633.64
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,99999,Non restitué,9999999,Non restitué,8724.0,100769.12,115482.83
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AA,INHIBITEURS DE L'HMG-COA REDUCTASE,9999999,Non restitué,13188.0,69031.85,80624.98
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AA,INHIBITEURS DE L'HMG-COA REDUCTASE,C10AA01,SIMVASTATINE,185565.0,828567.27,924209.4
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AA,INHIBITEURS DE L'HMG-COA REDUCTASE,C10AA03,PRAVASTATINE,209880.0,1034200.36,1110322.54
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AA,INHIBITEURS DE L'HMG-COA REDUCTASE,C10AA04,FLUVASTATINE,17463.0,100912.5,111102.42
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AA,INHIBITEURS DE L'HMG-COA REDUCTASE,C10AA05,ATORVASTATINE,1621497.0,6596293.16,7043324.54
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AA,INHIBITEURS DE L'HMG-COA REDUCTASE,C10AA07,ROSUVASTATINE,477370.0,2934929.65,3183778.22
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AB,FIBRATES,9999999,Non restitué,6537.0,49550.57,57314.28
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AB,FIBRATES,C10AB02,BEZAFIBRATE,8631.0,68700.11,72713.94
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AB,FIBRATES,C10AB04,GEMFIBROZIL,649.0,5724.74,6399.14
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AB,FIBRATES,C10AB05,FENOFIBRATE,98640.0,563060.68,618970.44
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AB,FIBRATES,C10AB08,CIPROFIBRATE,24.0,71.63,99.21
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AC,SEQUESTRANTS D'ACIDES BILIAIRES,C10AC01,COLESTYRAMINE,41271.0,193875.05,213538.74
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AX,AUTRES AGENTS MODIFIANT LES LIPIDES,9999999,Non restitué,13507.0,113602.22,110667.23
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AX,AUTRES AGENTS MODIFIANT LES LIPIDES,C10AX09,EZETIMIBE,212773.0,2079292.53,2139449.64
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AX,AUTRES AGENTS MODIFIANT LES LIPIDES,C10AX13,EVOLOCUMAB,172307.0,6244.1,6697.2699999999995
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10A,AGENTS MODIFIANT LES LIPIDES NON ASSOCIES,C10AX,AUTRES AGENTS MODIFIANT LES LIPIDES,C10AX14,ALIROCUMAB,50728.0,24584.06,22741.670000000002
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10B,AGENTS MODIFIANT LES LIPIDES EN ASSOCIATION,99999,Non restitué,9999999,Non restitué,2218.0,27193.08,31408.02
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10B,AGENTS MODIFIANT LES LIPIDES EN ASSOCIATION,C10BA,INHIBITEURS DE LHMG -COA REDUCTASE EN ASSOCIATION AVEC DAUTRES AGENTS MODIFIANT LES LIPIDES,9999999,Non restitué,6569.0,151614.86,166879.48
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10B,AGENTS MODIFIANT LES LIPIDES EN ASSOCIATION,C10BA,INHIBITEURS DE LHMG -COA REDUCTASE EN ASSOCIATION AVEC DAUTRES AGENTS MODIFIANT LES LIPIDES,C10BA02,SIMVASTATINE ET EZETIMIBE,94299.0,1166347.5,1212942.95
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10B,AGENTS MODIFIANT LES LIPIDES EN ASSOCIATION,C10BA,INHIBITEURS DE LHMG -COA REDUCTASE EN ASSOCIATION AVEC DAUTRES AGENTS MODIFIANT LES LIPIDES,C10BA05,ATORVASTATINE ET EZETIMIBE,587215.0,3424545.77,3342590.09
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10B,AGENTS MODIFIANT LES LIPIDES EN ASSOCIATION,C10BA,INHIBITEURS DE LHMG -COA REDUCTASE EN ASSOCIATION AVEC DAUTRES AGENTS MODIFIANT LES LIPIDES,C10BA06,ROSUVASTATINE + EZETIMIBE,190238.0,1623383.16,1608063.41
C,SYSTEME CARDIO-VASCULAIRE,C10,AGENTS MODIFIANT LES LIPIDES,C10B,AGENTS MODIFIANT LES LIPIDES EN ASSOCIATION,C10BX,"INHIBITEURS DE LHMG -COA REDUCTASE, AUTRES ASSOCIATIONS",C10BX03,ATORVASTATINE ET AMLODIPINE,2961.0,37284.43,41545.34
D,DERMATOLOGIE,999,INCONNU,9999,Non restitué,99999,Non restitué,9999999,Non restitué,18790.0,154769.65,144651.15
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,9999,Non restitué,99999,Non restitué,9999999,Non restitué,3098.0,36856.96,51546.23
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,99999,Non restitué,9999999,Non restitué,2719.0,5890.98,14659.04
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AC,DERIVES IMIDAZOLES ET TRIAZOLES,9999999,Non restitué,14467.0,31306.64,75160.68
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AC,DERIVES IMIDAZOLES ET TRIAZOLES,D01AC03,ECONAZOLE,407323.0,408717.0,794373.14
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AC,DERIVES IMIDAZOLES ET TRIAZOLES,D01AC05,ISOCONAZOLE,5612.0,8152.72,20659.07
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AC,DERIVES IMIDAZOLES ET TRIAZOLES,D01AC07,TIOCONAZOLE,19.0,27.52,69.73
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AC,DERIVES IMIDAZOLES ET TRIAZOLES,D01AC08,KETOCONAZOLE,186701.0,246523.18,571299.78
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AC,DERIVES IMIDAZOLES ET TRIAZOLES,D01AC10,BIFONAZOLE,28869.0,45765.8,90812.84
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AC,DERIVES IMIDAZOLES ET TRIAZOLES,D01AC11,OXICONAZOLE,25685.0,33604.04,69423.94
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AC,DERIVES IMIDAZOLES ET TRIAZOLES,D01AC12,FENTICONAZOLE,34650.0,25897.97,67048.39
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AC,DERIVES IMIDAZOLES ET TRIAZOLES,D01AC14,SERTACONAZOLE,101848.0,105808.21,180956.77
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AC,DERIVES IMIDAZOLES ET TRIAZOLES,D01AC60,BIFONAZOLE EN ASSOCIATION,15323.0,115950.89,199165.09
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AE,AUTRES ANTIFONGIQUES A USAGE TOPIQUE,9999999,Non restitué,5491.0,14711.01,34702.93
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AE,AUTRES ANTIFONGIQUES A USAGE TOPIQUE,D01AE14,CICLOPIROX,268244.0,572858.83,1228409.57
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AE,AUTRES ANTIFONGIQUES A USAGE TOPIQUE,D01AE15,TERBINAFINE,44974.0,54073.23,129934.26
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01A,ANTIFONGIQUES A USAGE TOPIQUE,D01AE,AUTRES ANTIFONGIQUES A USAGE TOPIQUE,D01AE16,AMOROLFINE,36362.0,183173.1,379805.43
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01B,ANTIFONGIQUES A USAGE SYSTEMIQUE,D01BA,ANTIFONGIQUES A USAGE SYSTEMIQUE,9999999,Non restitué,1.0,2.72,4.18
D,DERMATOLOGIE,D01,ANTIFONGIQUES A USAGE DERMATOLOGIQUE,D01B,ANTIFONGIQUES A USAGE SYSTEMIQUE,D01BA,ANTIFONGIQUES A USAGE SYSTEMIQUE,D01BA02,TERBINAFINE,42884.0,489454.38,653205.75
D,DERMATOLOGIE,D02,EMOLLIENTS ET PROTECTEURS,D02A,EMOLLIENTS ET PROTECTEURS,99999,Non restitué,9999999,Non restitué,24.0,15.11,37.92
D,DERMATOLOGIE,D02,EMOLLIENTS ET PROTECTEURS,D02A,EMOLLIENTS ET PROTECTEURS,D02AC,PARAFFINE ET PRODUITS GRAS,D02AC,PARAFFINE ET PRODUITS GRAS,727393.0,783021.14,1091340.34
D,DERMATOLOGIE,D05,MEDICAMENTS CONTRE LE PSORIASIS,9999,Non restitué,99999,Non restitué,9999999,Non restitué,3636.0,72448.94,88797.33
D,DERMATOLOGIE,D05,MEDICAMENTS CONTRE LE PSORIASIS,D05A,MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE,99999,Non restitué,9999999,Non restitué,607.0,4128.8,4653.35
D,DERMATOLOGIE,D05,MEDICAMENTS CONTRE LE PSORIASIS,D05A,MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE,D05AX,AUTRES MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE,9999999,Non restitué,2226.0,42996.04,57302.65
D,DERMATOLOGIE,D05,MEDICAMENTS CONTRE LE PSORIASIS,D05A,MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE,D05AX,AUTRES MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE,D05AX02,CALCIPOTRIOL,1311.0,24503.36,27395.26
D,DERMATOLOGIE,D05,MEDICAMENTS CONTRE LE PSORIASIS,D05A,MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE,D05AX,AUTRES MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE,D05AX03,CALCITRIOL,152.0,1818.32,2642.2
D,DERMATOLOGIE,D05,MEDICAMENTS CONTRE LE PSORIASIS,D05A,MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE,D05AX,AUTRES MEDICAMENTS CONTRE LE PSORIASIS A USAGE TOPIQUE,D05AX52,CALCIPOTRIOL EN ASSOCIATION,152217.0,926055.42,953112.68
D,DERMATOLOGIE,D05,MEDICAMENTS CONTRE LE PSORIASIS,D05B,MEDICAMENTS CONTRE LE PSORIASIS A USAGE SYSTEMIQUE,99999,Non restitué,9999999,Non restitué,601.0,6927.79,9054.02
D,DERMATOLOGIE,D05,MEDICAMENTS CONTRE LE PSORIASIS,D05B,MEDICAMENTS CONTRE LE PSORIASIS A USAGE SYSTEMIQUE,D05BA,PSORALENES A USAGE SYSTEMIQUE,D05BA02,METHOXSALENE,451.0,2572.81,3783.89
D,DERMATOLOGIE,D05,MEDICAMENTS CONTRE LE PSORIASIS,D05B,MEDICAMENTS CONTRE LE PSORIASIS A USAGE SYSTEMIQUE,D05BB,RETINOIDES POUR LE TRAITEMENT DU PSORIASIS,D05BB02,ACITRETINE,31458.0,134986.42,117289.92
D,DERMATOLOGIE,D06,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,9999,Non restitué,99999,Non restitué,9999999,Non restitué,2471.0,12424.61,22053.54
D,DERMATOLOGIE,D06,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,D06A,ANTIBIOTIQUES A USAGE TOPIQUE,D06AX,AUTRES ANTIBIOTIQUES A USAGE TOPIQUE,9999999,Non restitué,1997.0,2187.13,5412.01
D,DERMATOLOGIE,D06,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,D06A,ANTIBIOTIQUES A USAGE TOPIQUE,D06AX,AUTRES ANTIBIOTIQUES A USAGE TOPIQUE,D06AX01,FUSIDIQUE ACIDE,164108.0,118732.32,291084.73
D,DERMATOLOGIE,D06,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,D06A,ANTIBIOTIQUES A USAGE TOPIQUE,D06AX,AUTRES ANTIBIOTIQUES A USAGE TOPIQUE,D06AX09,MUPIROCINE,127411.0,169482.23,372845.07
D,DERMATOLOGIE,D06,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,D06B,CHIMIOTHERAPIE A USAGE TOPIQUE,99999,Non restitué,9999999,Non restitué,3403.0,44239.27,68613.47
D,DERMATOLOGIE,D06,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,D06B,CHIMIOTHERAPIE A USAGE TOPIQUE,D06BA,SULFAMIDES,D06BA01,SULFADIAZINE ARGENTIQUE,170954.0,137368.56,328217.07
D,DERMATOLOGIE,D06,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,D06B,CHIMIOTHERAPIE A USAGE TOPIQUE,D06BB,ANTIVIRAUX,9999999,Non restitué,1358.0,19955.69,28648.64
D,DERMATOLOGIE,D06,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,D06B,CHIMIOTHERAPIE A USAGE TOPIQUE,D06BB,ANTIVIRAUX,D06BB04,PODOPHYLLOTOXINE,2730.0,31250.24,41316.840000000004
D,DERMATOLOGIE,D06,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,D06B,CHIMIOTHERAPIE A USAGE TOPIQUE,D06BB,ANTIVIRAUX,D06BB10,IMIQUIMOD,52142.0,265435.09,238399.29
D,DERMATOLOGIE,D06,ANTIBIOTIQUES ET CHIMIOTHERAPIE A USAGE DERMATOLOGIQUE,D06B,CHIMIOTHERAPIE A USAGE TOPIQUE,D06BX,AUTRES CHIMIOTHERAPIES,D06BX01,METRONIDAZOLE,40631.0,128328.24,267482.74
D,DERMATOLOGIE,D07,"CORTICOIDES, PREPARATIONS DERMATOLOGIQUES",9999,Non restitué,99999,Non restitué,9999999,Non restitué,3506.0,6962.05,9425.17
D,DERMATOLOGIE,D07,"CORTICOIDES, PREPARATIONS DERMATOLOGIQUES",D07A,CORTICOIDES NON ASSOCIES,99999,Non restitué,9999999,Non restitué,8087.0,14329.43,19587.93
