atc1,atc1_label,atc2,atc2_label,atc3,atc3_label,atc4,atc4_label,atc5,atc5_label,boites,rem,bse
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AB,"NUCLEOSIDES ET NUCLEOTIDES, INHIBITEURS DE LA TRANSCRIPTASE EXCLUS",J05AB01,ACICLOVIR,69752.0,400769.51,482966.77
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AB,"NUCLEOSIDES ET NUCLEOTIDES, INHIBITEURS DE LA TRANSCRIPTASE EXCLUS",J05AB09,FAMCICLOVIR,5798.0,7644.66,3661.8900000000003
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AB,"NUCLEOSIDES ET NUCLEOTIDES, INHIBITEURS DE LA TRANSCRIPTASE EXCLUS",J05AB11,VALACICLOVIR,1722199.0,3028462.79,3102555.37
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AB,"NUCLEOSIDES ET NUCLEOTIDES, INHIBITEURS DE LA TRANSCRIPTASE EXCLUS",J05AB14,VALGANCICLOVIR,25374.0,27895.9,27158.44
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AE,INHIBITEURS DE PROTEASE,9999999,Non restitué,8584.0,51123.86,51347.53
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AE,INHIBITEURS DE PROTEASE,J05AE03,RITONAVIR,59989.0,231106.13,231076.35
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AE,INHIBITEURS DE PROTEASE,J05AE08,ATAZANAVIR,3724.0,6697.93,6697.93
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AE,INHIBITEURS DE PROTEASE,J05AE10,DARUNAVIR,51835.0,30082.33,28800.41
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AE,INHIBITEURS DE PROTEASE,J05AE30,NIRMATRELVIR + RITONAVIR,8057.0,10998.16,11001.91
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AF,INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES,9999999,Non restitué,13304.0,103762.26,102088.82
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AF,INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES,J05AF05,LAMIVUDINE,12608.0,49691.29,49549.06
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AF,INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES,J05AF06,ABACAVIR,1585.0,7333.91,7085.53
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AF,INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES,J05AF07,TENOFOVIR DISOPROXIL,121761.0,120886.68,121344.21
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AF,INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES,J05AF09,EMTRICITABINE,1375.0,2162.94,2162.94
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AF,INHIBITEURS DE LA TRANSCRIPTASE REVERSE NUCLEOSIDES ET NUCLEOTIDES,J05AF10,ENTECAVIR,112607.0,88901.52,84520.61
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AG,INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES,9999999,Non restitué,11558.0,26274.26,27523.86
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AG,INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES,J05AG01,NEVIRAPINE,13981.0,41146.22,41269.49
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AG,INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES,J05AG03,EFAVIRENZ,157.0,1136.0,1136.0
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AG,INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES,J05AG04,ETRAVIRINE,9967.0,7626.66,7626.66
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AG,INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES,J05AG05,RILPIVIRINE,32196.0,19663.23,19117.23
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AG,INHIBITEURS DE LA TRANSCRIPTASE REVERSE NON NUCLEOSIDES,J05AG06,DORAVIRINE,15056.0,452.16,452.16
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AH,INHIBITEURS DE LA NEURAMINIDASE,J05AH02,OSELTAMIVIR,29103.0,116356.24,232470.53
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AJ,INHIBITEUR D INTÉGRASE,9999999,Non restitué,6363.0,13992.22,13163.47
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AJ,INHIBITEUR D INTÉGRASE,J05AJ01,RALTEGRAVIR,28314.0,9783.63,9980.79
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AJ,INHIBITEUR D INTÉGRASE,J05AJ03,DOLUTEGRAVIR,52165.0,19785.86,21290.85
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AJ,INHIBITEUR D INTÉGRASE,J05AJ04,CABOTEGRAVIR,22255.0,24410.0,24834.59
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,9999999,Non restitué,34135.0,80345.76,78597.73
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR01,ZIDOVUDINE ET LAMIVUDINE,135.0,1322.6,1322.6
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR02,LAMIVUDINE ET ABACAVIR,24499.0,19739.72,19739.72
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR03,TENOFOVIR DISOPROXIL ET EMTRICITABINE,219854.0,313382.3,310669.27
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR06,"EMTRICITABINE, TENOFOVIR DISOPROXIL ET EFAVIRENZ",9533.0,13971.699999999999,11718.199999999999
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR08,"EMTRICITABINE, TENOFOVIR DISOPROXIL ET RILPIVIRINE",30920.0,8237.59,7400.41
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR09,"EMTRICITABINE, TENOFOVIR DISOPROXIL, ELVITEGRAVIR ET COBICISTAT",2588.0,0.0,0.0
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR10,LOPINAVIR ET RITONAVIR,52.0,0.0,0.0
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR13,"LAMIVUDINE, ABACAVIR ET DOLUTEGRAVIR",77583.0,31088.21,32050.64
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR18,"EMTRICITABINE, TENOFOVIR ALAFENAMIDE, ELVITEGRAVIR ET COBICISTAT",41067.0,6192.54,5601.2699999999995
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR19,EMTRICITABINE + TENOFOVIR ALAFENAMIDE + RILPIVIRINE,111175.0,11430.44,11430.44
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR20,EMTRICITABINE + TENOFOVIR ALAFENAMIDE + BICTEGRAVIR,214521.0,55755.91,55130.340000000004
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR21,DOLUTEGRAVIR + RILPIVIRINE,60681.0,1732.9499999999998,1732.9499999999998
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR24,LAMIVUDINE + TENOFOVIR DISOPROXIL + DORAVIRINE,45925.0,3984.84,3984.84
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AR,ANTIVIRAUX POUR LE TRAITEMENT DES INFECTIONS HIV EN ASSOCIATION,J05AR25,LAMIVUDINE + DOLUTEGRAVIR,153779.0,15589.59,16158.44
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AX,AUTRES ANTIVIRAUX,9999999,Non restitué,1405.0,996.84,996.84
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AX,AUTRES ANTIVIRAUX,J05AX09,MARAVIROC,2347.0,1993.68,1993.68
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AX,AUTRES ANTIVIRAUX,J05AX18,LETERMOVIR,7490.0,-536.6,-536.6
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J05,ANTIVIRAUX A USAGE SYSTEMIQUE,J05A,ANTIVIRAUX A ACTION DIRECTE,J05AX,AUTRES ANTIVIRAUX,J05AX29,FOSTEMSAVIR,102.0,0.0,0.0
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J06,IMMUNSERUMS ET IMMUNOGLOBULINES,J06B,IMMUNOGLOBULINES,99999,Non restitué,9999999,Non restitué,469.0,27968.35,19419.13
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J06,IMMUNSERUMS ET IMMUNOGLOBULINES,J06B,IMMUNOGLOBULINES,J06BB,IMMUNOGLOBULINES SPECIFIQUES,9999999,Non restitué,376.0,15303.44,22743.62
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J06,IMMUNSERUMS ET IMMUNOGLOBULINES,J06B,IMMUNOGLOBULINES,J06BB,IMMUNOGLOBULINES SPECIFIQUES,J06BB01,IMMUNOGLOBULINE ANTI-D (rh),30178.0,159898.76,159354.54
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J06,IMMUNSERUMS ET IMMUNOGLOBULINES,J06B,IMMUNOGLOBULINES,J06BB,IMMUNOGLOBULINES SPECIFIQUES,J06BB02,IMMUNOGLOBULINE ANTITETANIQUE,205.0,7817.14,7598.54
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J06,IMMUNSERUMS ET IMMUNOGLOBULINES,J06B,IMMUNOGLOBULINES,J06BD,ANTICORPS MONONUCLONAUX ANTIVIRAUX,J06BD08,NIRSEVIMAB,35435.0,150417.06,130199.89
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,9999,Non restitué,99999,Non restitué,9999999,Non restitué,3323.0,102253.02,134233.0
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07A,VACCINS BACTERIENS,99999,Non restitué,9999999,Non restitué,2362.0,78254.24,104596.25
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07A,VACCINS BACTERIENS,J07AG,VACCINS ANTIHAEMOPHILUS INFLUENZAE B,J07AG01,"HAEMOPHILUS INFLUENZAE B, ANTIGENE PURIFIE CONJUGUE",5758.0,91767.03,98814.48
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07A,VACCINS BACTERIENS,J07AH,VACCINS ANTIMENINGOCOCCIQUES,9999999,Non restitué,1886.0,55881.159999999996,70210.59
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07A,VACCINS BACTERIENS,J07AH,VACCINS ANTIMENINGOCOCCIQUES,J07AH07,"MENINGOCOQUE C, ANTIGENES POLYSACCHARIDIQUES CONJUGUES",77531.0,192213.58,171154.18
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07A,VACCINS BACTERIENS,J07AH,VACCINS ANTIMENINGOCOCCIQUES,J07AH08,ANTIGENES POLYSACCHARIDIQUES TETRAVALENTS CONJUGUES DE MENINGOCOQUE,39496.0,451568.34,498087.23
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07A,VACCINS BACTERIENS,J07AH,VACCINS ANTIMENINGOCOCCIQUES,J07AH09,"MENINGOCOQUE B, VACCIN MULTICOMPOSANTS",153929.0,279460.35,169882.55
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07A,VACCINS BACTERIENS,J07AL,VACCINS ANTIPNEUMOCOCCIQUES,9999999,Non restitué,1175.0,23624.9,29887.31
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07A,VACCINS BACTERIENS,J07AL,VACCINS ANTIPNEUMOCOCCIQUES,J07AL01,"PNEUMOCOCCUS, ANTIGENE POLYSACCHARIDIQUE PURIFIE",98039.0,288867.59,300082.19
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07A,VACCINS BACTERIENS,J07AL,VACCINS ANTIPNEUMOCOCCIQUES,J07AL02,"PNEUMOCOCCUS, ANTIGENE POLYSACCHARIDIQUE PURIFIE CONJUGUE",346418.0,956701.42,1022617.56
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,99999,Non restitué,9999999,Non restitué,8205.0,275353.4,330690.04
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BB,VACCINS ANTIGRIPPAUX,J07BB02,"GRIPPE, VIRUS FRACTIONNE INACTIVE OU ANTIGENE PURIFIE",46440.0,309767.82,392925.98
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BC,VACCINS CONTRE LES HEPATITES,9999999,Non restitué,1655.0,20841.75,30462.76
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BC,VACCINS CONTRE LES HEPATITES,J07BC01,"HEPATITE B, ANTIGENE PURIFIE",84709.0,316331.64,349784.01
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BC,VACCINS CONTRE LES HEPATITES,J07BC02,"HEPATITE A, VIRUS ENTIER INACTIVE",15792.0,198355.26,251783.29
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BD,VACCINS CONTRE LA ROUGEOLE,J07BD52,"ROUGEOLE EN ASSOCIATION AVEC OREILLONS ET RUBEOLE, VIRUS VIVANTS ATTENUES",102896.0,285898.53,284487.6
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BH,VACCINS CONTRE LES DIARRHEES A ROTAVIRUS,9999999,Non restitué,1083.0,37070.14,56251.85
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BH,VACCINS CONTRE LES DIARRHEES A ROTAVIRUS,J07BH01,ROTAVIRUS VIVANT ATTENUE,59926.0,155416.54,133243.83
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BH,VACCINS CONTRE LES DIARRHEES A ROTAVIRUS,J07BH02,ROTAVIRUS PENTAVALENT VIVANT ATTENUE,10034.0,66519.69,51325.44
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BK,VACCINS CONTRE LA VARICELLE-ZONA,9999999,Non restitué,997.0,43005.71,48786.840000000004
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BK,VACCINS CONTRE LA VARICELLE-ZONA,J07BK01,"VARICELLE, VIRUS VIVANT ATTENUE",4628.0,103143.6,130905.56
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BK,VACCINS CONTRE LA VARICELLE-ZONA,J07BK02,"VIRUS VARICELLE-ZONA VIVANT, ATTENUE",155.0,6011.14,3026.44
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BK,VACCINS CONTRE LA VARICELLE-ZONA,J07BK03,ANTIGENE PURIFIE DE VIRUS DU ZONA,604.0,4756.34,3955.77
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BM,VACCINS CONTRE LE PAPILLOMAVIRUS,9999999,Non restitué,151.0,9761.37,14511.08
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BM,VACCINS CONTRE LE PAPILLOMAVIRUS,J07BM02,"PAPILLOMAVIRUS (TYPES HUMAINS 16, 18)",14.0,855.67,0.0
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BM,VACCINS CONTRE LE PAPILLOMAVIRUS,J07BM03,"PAPILLOMAVIRUS TYPES HUMAINS 6, 11, 16, 18, 31, 33, 45, 52, 58",73894.0,217108.85,122103.64
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07B,VACCINS VIRAUX,J07BX,AUTRES VACCINS VIRAUX,J07BX05,VACCINS CONTRE LE VIRUS RESPIRATOIRE SYNCYTIAL,31689.0,72388.98,78543.54
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07C,VACCINS BACTERIENS ET VIRAUX ASSOCIES,J07CA,VACCINS BACTERIENS ET VIRAUX ASSOCIES,9999999,Non restitué,4467.0,66983.99,99314.70999999999
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07C,VACCINS BACTERIENS ET VIRAUX ASSOCIES,J07CA,VACCINS BACTERIENS ET VIRAUX ASSOCIES,J07CA01,DIPHTERIE-POLYOMIELITE-TETANOS,24176.0,148281.74,186425.51
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07C,VACCINS BACTERIENS ET VIRAUX ASSOCIES,J07CA,VACCINS BACTERIENS ET VIRAUX ASSOCIES,J07CA02,DIPHTERIE-COQUELUCHE-POLIOMYELITE-TETANOS,410319.0,1161719.74,1294975.7
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07C,VACCINS BACTERIENS ET VIRAUX ASSOCIES,J07CA,VACCINS BACTERIENS ET VIRAUX ASSOCIES,J07CA06,DIPHTERIE-HAEMOPHILUS INFLUENZAE B-COQUELUCHE-POLIOMYELITE-TETANOS,3243.0,52765.56,61084.06
J,ANTI-INFECTIEUX (USAGE SYSTEMIQUE),J07,VACCINS,J07C,VACCINS BACTERIENS ET VIRAUX ASSOCIES,J07CA,VACCINS BACTERIENS ET VIRAUX ASSOCIES,J07CA09,DIPHTERIE-HAEMOPHILUS INFLUENZAE B-COQUELUCHE-POLIOMYELITE-TETANOS-HEPATITE B,179366.0,623987.24,684791.7
L,ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS,999,INCONNU,9999,Non restitué,99999,Non restitué,9999999,Non restitué,14465.0,117242.76,117453.35
L,ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS,L01,ANTINEOPLASIQUES,9999,Non restitué,99999,Non restitué,9999999,Non restitué,22514.0,136583.86,138417.33
L,ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS,L01,ANTINEOPLASIQUES,L01A,AGENTS ALKYLANTS,99999,Non restitué,9999999,Non restitué,3681.0,35213.87,35213.87
L,ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS,L01,ANTINEOPLASIQUES,L01A,AGENTS ALKYLANTS,L01AA,MOUTARDES A L'AZOTE,9999999,Non restitué,3255.0,55522.7,55678.01
L,ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS,L01,ANTINEOPLASIQUES,L01A,AGENTS ALKYLANTS,L01AA,MOUTARDES A L'AZOTE,L01AA01,CYCLOPHOSPHAMIDE,11784.0,88576.36,88882.94
L,ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS,L01,ANTINEOPLASIQUES,L01A,AGENTS ALKYLANTS,L01AA,MOUTARDES A L'AZOTE,L01AA02,CHLORAMBUCIL,3239.0,4718.0,4718.0
L,ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS,L01,ANTINEOPLASIQUES,L01A,AGENTS ALKYLANTS,L01AA,MOUTARDES A L'AZOTE,L01AA03,MELPHALAN,237.0,1285.02,1285.02
L,ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS,L01,ANTINEOPLASIQUES,L01A,AGENTS ALKYLANTS,L01AB,ALKYLSULFONATES,L01AB01,BUSULFAN,59.0,0.0,0.0
L,ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS,L01,ANTINEOPLASIQUES,L01A,AGENTS ALKYLANTS,L01AX,AUTRES AGENTS ALKYLANTS,L01AX02,PIPOBROMAN,5133.0,284.13,284.13
L,ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS,L01,ANTINEOPLASIQUES,L01B,ANTIMETABOLITES,99999,Non restitué,9999999,Non restitué,5700.0,79979.14,83451.4
L,ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS,L01,ANTINEOPLASIQUES,L01B,ANTIMETABOLITES,L01BA,ANALOGUES DE L'ACIDE FOLIQUE,L01BA01,METHOTREXATE,384643.0,702272.07,719441.06
L,ANTINEOPLASIQUES ET AGENTS IMMUNOMODULANTS,L01,ANTINEOPLASIQUES,L01B,ANTIMETABOLITES,L01BB,ANALOGUES DE LA PURINE,9999999,Non restitué,379.0,2345.84,2773.2799999999997
